english_name,chinese_name
"PO LEUNG KUK WOMEN'S WELFARE CLUB WESTERN DISTRICT FUNG LEE PUI YIU PRIMARY SCHOOL","保良局西區婦女福利會馮李佩瑤小學"
"PO LEUNG KUK WONG SIU CHING KINDERGARTEN","保良局王少清幼稚園"
"PO LEUNG KUK WONG WING SHU PRIMARY SCHOOL","保良局黃永樹小學"
"PO LEUNG KUK WU CHUNG COLLEGE","保良局胡忠中學"
"PO LEUNG KUK YAO LING SUN COLLEGE","保良局姚連生中學"
"PO LEUNG KUK YIP NG BUN BUN KINDERGARTEN","保良局葉吳彬彬幼稚園"
"PO LEUNG KUK YIP NG BUN BUN QUEEN'S HILL KINDERGARTEN","保良局葉吳彬彬皇后山幼稚園"
"PO LEUNG KUK YU LEE MO FAN MEMORIAL SCHOOL (PRIMARY SECTION)","保良局余李慕芬紀念學校(小學部)"
"PO LEUNG KUK YU LEE MO FAN MEMORIAL SCHOOL (SECONDARY SECTION)","保良局余李慕芬紀念學校(中學部)"
"PO ON COMMERCIAL ASSOCIATION WAN HO KAN PRIMARY SCHOOL","寶安商會溫浩根小學"
"PO ON COMMERCIAL ASSOCIATION WONG SIU CHING SECONDARY SCHOOL","寶安商會王少清中學"
"PO YAN OBLATE PRIMARY SCHOOL","獻主會溥仁小學"
"PODS KINDERGARTEN","樂䔄幼稚園"
"POK OI HOSPITAL 80TH ANNIVERSARY TANG YING HEI COLLEGE","博愛醫院八十週年鄧英喜中學"
"POK OI HOSPITAL CHAN HSU FONG LAM KINDERGARTEN","博愛醫院陳徐鳳蘭幼稚園"
"POK OI HOSPITAL CHAN KAI MEMORIAL COLLEGE","博愛醫院陳楷紀念中學"
"POK OI HOSPITAL CHAN KWOK WAI PRIMARY SCHOOL","博愛醫院陳國威小學"
"POK OI HOSPITAL CHAN POON PUI CHING MEMORIAL KINDERGARTEN","博愛醫院陳潘佩清紀念幼稚園"
"POK OI HOSPITAL MRS. CHU KWOK KING MEMORIAL KINDERGARTEN","博愛醫院朱國京夫人紀念幼稚園"
"POK OI HOSPITAL MRS. YAM WING YIN KINDERGARTEN","博愛醫院任永賢夫人幼稚園"
"POK OI HOSPITAL SY SIOK CHUN KINDERGARTEN","博愛醫院施淑鎮幼稚園"
"POK OI HOSPITAL TANG PUI KING MEMORIAL COLLEGE","博愛醫院鄧佩瓊紀念中學"
"POOI TO MIDDLE SCHOOL","香港培道中學"
"POOI TO PRIMARY SCHOOL","香港培道小學"
"POPE PAUL VI COLLEGE","保祿六世書院"
"PRECIOUS BLOOD KINDERGARTEN","寶血幼稚園"
"PRECIOUS BLOOD KINDERGARTEN (SHAM SHUI PO)","寶血幼稚園（深水埗）"
"PRECIOUS BLOOD PRIMARY SCHOOL","寶血小學"
"PRECIOUS BLOOD PRIMARY SCHOOL (SOUTH HORIZONS)","海怡寶血小學"
"PRECIOUS BLOOD PRIMARY SCHOOL (WAH FU ESTATE)","華富邨寶血小學"
"PRECIOUS BLOOD SECONDARY SCHOOL","寶血女子中學"
"PRICE MEMORIAL CATHOLIC PRIMARY SCHOOL","天主教博智小學"
"PRISTINE KINDERGARTEN","天純幼稚園"
"PROSPEROUS GARDEN BAPTIST NURSERY SCHOOL","駿發花園浸信會幼兒學校"
"PUI CHING MIDDLE SCHOOL","香港培正中學"
"PUI CHING PRIMARY SCHOOL","香港培正小學"
"PUI KIU COLLEGE","培僑書院"
"PUI KIU INTERNATIONAL KINDERGARTEN","培僑國際幼稚園"
"PUI KIU INTERNATIONAL KINDERGARTEN (PICTORIAL GARDEN)","培僑國際幼稚園(碧濤花園)"
"PUI KIU MIDDLE SCHOOL","培僑中學"
"PUI KIU PRIMARY SCHOOL","培僑小學"
"PUI LING SCHOOL OF THE PRECIOUS BLOOD","寶血會培靈學校"
"PUI SHING CATHOLIC SECONDARY SCHOOL","天主教培聖中學"
"PUI TAK CANOSSIAN COLLEGE","嘉諾撒培德書院"
"PUI TAK CANOSSIAN PRIMARY SCHOOL","嘉諾撒培德學校"
"PUI YING SECONDARY SCHOOL","培英中學"
"PUN U ASSOCIATION WAH YAN PRIMARY SCHOOL","番禺會所華仁小學"
"QUARRY BAY SCHOOL","鰂魚涌小學"
"QUEEN ELIZABETH SCHOOL","伊利沙伯中學"
"QUEEN ELIZABETH SCHOOL OLD STUDENTS' ASSOCIATION BRANCH PRIMARY SCHOOL","伊利沙伯中學舊生會小學分校"
"QUEEN ELIZABETH SCHOOL OLD STUDENTS' ASSOCIATION PRIMARY SCHOOL","伊利沙伯中學舊生會小學"
"QUEEN ELIZABETH SCHOOL OLD STUDENTS' ASSOCIATION SECONDARY SCHOOL","伊利沙伯中學舊生會中學"
"QUEEN ELIZABETH SCHOOL OLD STUDENTS' ASSOCIATION TONG KWOK WAH SECONDARY SCHOOL","伊利沙伯中學舊生會湯國華中學"
"QUEEN'S COLLEGE","皇仁書院"
"QUEEN'S COLLEGE OLD BOYS' ASSOCIATION SECONDARY SCHOOL","皇仁舊生會中學"
"R.T.C. GAIA SCHOOL","鄉師自然學校"
"RAIMONDI COLLEGE","高主教書院"
"RAIMONDI COLLEGE KINDERGARTEN SECTION","高主教書院幼稚園部"
"RAIMONDI COLLEGE PRIMARY SECTION","高主教書院小學部"
"REDEMPTION LUTHERAN KINDERGARTEN","路德會救恩幼稚園"
"REGENT'S KINDERGARTEN (BRANCH SCHOOL)","麗晶幼稚園分校"
"REGINA COELI ANGLO-CHINESE KINDERGARTEN","天后中英文幼稚園"
"REGINA COELI ANGLO-CHINESE KINDERGARTEN (SECOND BRANCH)","天后中英文幼稚園（二校）"
"RENAISSANCE COLLEGE","啓新書院"
"RHENISH CHURCH GRACE SCHOOL (PRIMARY SECTION)","禮賢會恩慈學校(小學部)"
"RHENISH CHURCH GRACE SCHOOL (SECONDARY SECTION)","禮賢會恩慈學校(中學部)"
"RHENISH CHURCH PANG HOK-KO MEMORIAL COLLEGE","禮賢會彭學高紀念中學"
"RHENISH MISSION SCHOOL","禮賢會學校"
"RIGHTMIND KINDERGARTEN","右思維幼稚園"
"RIVIERA FUNFUL KINDERGARTEN","海濱方方樂趣幼稚園"
"ROCK OF AGES LUTHERAN KINDERGARTEN","路德會恩石幼稚園"
"ROTARY CLUB OF HONG KONG ISLAND WEST HONG CHI MORNINGHOPE SCHOOL (PRIMARY SECTION)","香港西區扶輪社匡智晨輝學校(小學部)"
"ROTARY CLUB OF HONG KONG ISLAND WEST HONG CHI MORNINGHOPE SCHOOL (SECONDARY SECTION)","香港西區扶輪社匡智晨輝學校(中學部)"
"RUDOLF STEINER EDUCATION FOUNDATION HONG KONG MARIA COLLEGE","香港華德福教育基金會瑪利亞書院"
"S K H ST CHRISTOPHER'S NURSERY (KWAI CHUNG)","聖公會聖基道幼稚園（葵涌）"
"S K H ST CHRISTOPHER'S NURSERY (WAN CHAI)","聖公會聖基道幼稚園(灣仔)"
"S.K.H. ALL SAINTS' MIDDLE SCHOOL","聖公會諸聖中學"
"S.K.H. CHAI WAN ST. MICHAEL'S PRIMARY SCHOOL","聖公會柴灣聖米迦勒小學"
"S.K.H. CHAN YOUNG SECONDARY SCHOOL","聖公會陳融中學"
"S.K.H. CHI FU CHI NAM PRIMARY SCHOOL","聖公會置富始南小學"
"S.K.H. CHU OI PRIMARY SCHOOL","聖公會主愛小學"
"S.K.H. CHU OI PRIMARY SCHOOL (LEI MUK SHUE)","聖公會主愛小學(梨木樹)"
"S.K.H. CHU YAN PRIMARY SCHOOL","聖公會主恩小學"
"S.K.H. CROWN OF THORNS CHURCH KWAI CHUNG KINDERGARTEN","聖公會荊冕堂葵涌幼稚園"
"S.K.H. CROWN OF THORNS CHURCH SADICK KINDERGARTEN","聖公會荊冕堂士德幼稚園"
"S.K.H. FUNG KEI MILLENNIUM PRIMARY SCHOOL","聖公會奉基千禧小學"
"S.K.H. FUNG KEI PRIMARY SCHOOL","聖公會奉基小學"
"S.K.H. GOOD SHEPHERD PRIMARY SCHOOL","聖公會牧愛小學"
"S.K.H. HO CHAK WAN PRIMARY SCHOOL","聖公會何澤芸小學"
"S.K.H. HOLY CARPENTER PRIMARY SCHOOL","聖公會聖匠小學"
"S.K.H. HOLY CROSS PRIMARY SCHOOL","聖公會聖十架小學"
"S.K.H. HOLY SPIRIT CHURCH KINDERGARTEN","聖公會靈風堂幼稚園"
"S.K.H. HOLY SPIRIT PRIMARY SCHOOL","聖公會主風小學"
"S.K.H. HOLY TRINITY CHURCH TSANG SHIU TIM KINDERGARTEN","聖公會聖三一堂曾肇添幼稚園"
"S.K.H. KA FUK WING CHUN PRIMARY SCHOOL","聖公會嘉福榮真小學"
"S.K.H. KEI FOOK PRIMARY SCHOOL","聖公會基福小學"
"S.K.H. KEI HIN PRIMARY SCHOOL","聖公會基顯小學"
"S.K.H. KEI LOK PRIMARY SCHOOL","聖公會基樂小學"
"S.K.H. KEI OI PRIMARY SCHOOL","聖公會基愛小學"
"S.K.H. KEI TAK PRIMARY SCHOOL","聖公會基德小學"
"S.K.H. KEI WING PRIMARY SCHOOL","聖公會基榮小學"
"S.K.H. KEI YAN PRIMARY SCHOOL","聖公會基恩小學"
"S.K.H. KINDLY LIGHT CHURCH HOLY CARPENTER KINDERGARTEN","聖公會慈光堂聖匠幼稚園"
"S.K.H. KINDLY LIGHT CHURCH HOLY CARPENTER KINDERGARTEN (BRANCH)","聖公會慈光堂聖匠幼稚園(分校)"
"S.K.H. KINDLY LIGHT CHURCH OR PUI CHEUNG KINDERGARTEN","聖公會慈光堂柯佩璋幼稚園"
"S.K.H. KOWLOON BAY KEI LOK PRIMARY SCHOOL","聖公會九龍灣基樂小學"
"S.K.H. LAM WOO MEMORIAL SECONDARY SCHOOL","聖公會林護紀念中學"
"S.K.H. LEE SHIU KEUNG PRIMARY SCHOOL","聖公會李兆強小學"
"S.K.H. LEUNG KWAI YEE SECONDARY SCHOOL","聖公會梁季彜中學"
"S.K.H. LING OI PRIMARY SCHOOL","聖公會靈愛小學"
"S.K.H. LUI MING CHOI MEMORIAL PRIMARY SCHOOL","聖公會呂明才紀念小學"
"S.K.H. MA ON SHAN HOLY SPIRIT PRIMARY SCHOOL","聖公會馬鞍山主風小學"
"S.K.H. MUNG YAN PRIMARY SCHOOL","聖公會蒙恩小學"
"S.K.H. ST. ANDREW'S PRIMARY SCHOOL","聖公會聖安德烈小學"
"S.K.H. ST. CLEMENT'S PRIMARY SCHOOL","聖公會聖紀文小學"
"S.K.H. ST. JAMES' PRIMARY SCHOOL","聖公會聖雅各小學"
"S.K.H. ST. JOHN'S TSANG SHIU TIM PRIMARY SCHOOL","聖公會聖約翰曾肇添小學"
"S.K.H. ST. JOSEPH'S CHURCH KINDERGARTEN","聖公會聖約瑟堂幼稚園"
"S.K.H. ST. JOSEPH'S PRIMARY SCHOOL","聖公會聖約瑟小學"
"S.K.H. ST. MARY'S CHURCH MOK HING YIU COLLEGE","聖公會聖馬利亞堂莫慶堯中學"
"S.K.H. ST. MATTHEW'S PRIMARY SCHOOL","聖公會聖馬太小學"
"S.K.H. ST. MICHAEL'S PRIMARY SCHOOL","聖公會聖米迦勒小學"
"S.K.H. ST. PETER'S CHURCH CASTLE PEAK SIU LUN COURT KINDERGARTEN","聖公會青山聖彼得堂兆麟苑幼稚園"
"S.K.H. ST. PETER'S CHURCH KINDERGARTEN (CASTLE PEAK)","聖公會青山聖彼得堂幼稚園"
"S.K.H. ST. PETER'S CHURCH SHAN KING ESTATE KINDERGARTEN","聖公會青山聖彼得堂山景邨幼稚園"
"S.K.H. ST. PETER'S PRIMARY SCHOOL","聖公會聖彼得小學"
"S.K.H. ST. SIMON'S LUI MING CHOI SECONDARY SCHOOL","聖公會聖西門呂明才中學"
"S.K.H. ST. THOMAS' PRIMARY SCHOOL","聖公會聖多馬小學"
"S.K.H. ST. TIMOTHY'S PRIMARY SCHOOL","聖公會聖提摩太小學"
"S.K.H. TAK TIN LEE SHIU KEUNG PRIMARY SCHOOL","聖公會德田李兆強小學"
"S.K.H. TIN SHUI WAI LING OI PRIMARY SCHOOL","聖公會天水圍靈愛小學"
"S.K.H. TIN WAN CHI NAM PRIMARY SCHOOL","聖公會田灣始南小學"
"S.K.H. TSEUNG KWAN O KEI TAK PRIMARY SCHOOL","聖公會將軍澳基德小學"
"S.K.H. TSING YI CHU YAN PRIMARY SCHOOL","聖公會青衣主恩小學"
"S.K.H. TSING YI ESTATE HO CHAK WAN PRIMARY SCHOOL","聖公會青衣邨何澤芸小學"
"S.K.H. WEI LUN PRIMARY SCHOOL","聖公會偉倫小學"
"S.K.H. WING CHUN PRIMARY SCHOOL","聖公會榮真小學"
"S.K.H. YAN LAAP MEMORIAL PRIMARY SCHOOL","聖公會仁立紀念小學"
"S.K.H. YAN LAAP PRIMARY SCHOOL","聖公會仁立小學"
"S.K.H. YAUTONG KEI HIN PRIMARY SCHOOL","聖公會油塘基顯小學"
"S.K.H. YUEN CHEN MAUN CHEN JUBILEE PRIMARY SCHOOL","聖公會阮鄭夢芹銀禧小學"
"S.K.H. YUEN CHEN MAUN CHEN PRIMARY SCHOOL","聖公會阮鄭夢芹小學"
"SACRED HEART CANOSSIAN COLLEGE","嘉諾撒聖心書院"
"SACRED HEART CANOSSIAN KINDERGARTEN","嘉諾撒聖心幼稚園"
"SACRED HEART CANOSSIAN SCHOOL","嘉諾撒聖心學校"
"SACRED HEART CANOSSIAN SCHOOL, PRIVATE SECTION","嘉諾撒聖心學校私立部"
"SACRED HEART OF MARY CATHOLIC PRIMARY SCHOOL","天主教聖母聖心小學"
"SAGARMATHA KINDERGARTEN","薩加瑪塔幼稚園"
"SAHK B M KOTEWALL MEMORIAL SCHOOL (PRIMARY SECTION)","香港耀能協會羅怡基紀念學校(小學部)"
"SAHK B M KOTEWALL MEMORIAL SCHOOL (SECONDARY SECTION)","香港耀能協會羅怡基紀念學校(中學部)"
"SAHK JOCKEY CLUB ELAINE FIELD SCHOOL (PRIMARY SECTION)","香港耀能協會賽馬會田綺玲學校(小學部)"
"SAHK JOCKEY CLUB ELAINE FIELD SCHOOL (SECONDARY SECTION)","香港耀能協會賽馬會田綺玲學校(中學部)"
"SAHK KO FOOK IU MEMORIAL SCHOOL (PRIMARY SECTION)","香港耀能協會高福耀紀念學校(小學部)"
"SAHK KO FOOK IU MEMORIAL SCHOOL (SECONDARY SECTION)","香港耀能協會高福耀紀念學校(中學部)"
"SAI KUNG CENTRAL LEE SIU YAM MEMORIAL SCHOOL","西貢中心李少欽紀念學校"
"SAI KUNG LOK-YUK KINDERGARTEN","西貢樂育幼稚園"
"SAI KUNG PRE-SCHOOL GROUP","西貢學前班"
"SAI KUNG SUNG TSUN CATHOLIC SCHOOL (PRIMARY SECTION)","西貢崇真天主教學校(小學部)"
"SAI KUNG SUNG TSUN CATHOLIC SCHOOL (SECONDARY SECTION)","西貢崇真天主教學校(中學部)"
"SAINT BRIGIT INTERNATIONAL KINDERGARTEN","聖姬莉國際幼稚園"
"SAINT TOO BLOOM ACADEMY","聖道百卉書院"
"SALEM-IMMANUEL LUTHERAN COLLEGE","南亞路德會沐恩中學"
"SALESIAN ENGLISH SCHOOL","慈幼英文學校"
"SALESIAN SCHOOL","慈幼學校"
"SALESIAN YIP HON MILLENNIUM PRIMARY SCHOOL","慈幼葉漢千禧小學"
"SALESIAN YIP HON PRIMARY SCHOOL","慈幼葉漢小學"
"SALESIANS OF DON BOSCO NG SIU MUI SECONDARY SCHOOL","天主教慈幼會伍少梅中學"
"SAM SHUI NATIVES ASSOCIATION HUEN KING WING SCHOOL","三水同鄉會禤景榮學校"
"SAM SHUI NATIVES ASSOCIATION LAU PUN CHEUNG SCHOOL (PRIMARY SECTION)","三水同鄉會劉本章學校(小學部)"
"SAM SHUI NATIVES ASSOCIATION LAU PUN CHEUNG SCHOOL (SECONDARY SECTION)","三水同鄉會劉本章學校(中學部)"
"SAN PO KONG RHENISH NURSERY","禮賢會新蒲崗幼稚園"
"SAN WUI COMMERCIAL SOCIETY CHAN PAK SHA SCHOOL","新會商會陳白沙紀念中學"
"SAN WUI COMMERCIAL SOCIETY SCHOOL","新會商會學校"
"SAN WUI COMMERCIAL SOCIETY SECONDARY SCHOOL","新會商會中學"
"SAN WUI COMMERCIAL SOCIETY YMCA OF HONG KONG CHRISTIAN SCHOOL","新會商會港青基信學校"
"SAU MAU PING CATHOLIC PRIMARY SCHOOL","秀茂坪天主教小學"
"SAU MING PRIMARY SCHOOL","秀明小學"
"SAVIOUR LUTHERAN SCHOOL (PRIMARY SECTION)","路德會救主學校(小學部)"
"SAVIOUR LUTHERAN SCHOOL (SECONDARY SECTION)","路德會救主學校(中學部)"
"SCIENTIA SECONDARY SCHOOL","創知中學"
"SEAR ROGERS INTERNATIONAL SCHOOL","弘爵國際學校"
"SEMPLE KINDERGARTEN","深培中英文幼稚園"
"SEMPLE MEMORIAL SECONDARY SCHOOL","深培中學"
"SHA TAU KOK CENTRAL PRIMARY SCHOOL","沙頭角中心小學"
"SHA TIN GOVERNMENT PRIMARY SCHOOL","沙田官立小學"
"SHA TIN GOVERNMENT SECONDARY SCHOOL","沙田官立中學"
"SHA TIN METHODIST COLLEGE","沙田循道衞理中學"
"SHA TIN METHODIST PRIMARY SCHOOL","沙田循道衛理小學"
"SHA TIN WAI DR. CATHERINE F. WOO MEMORIAL SCHOOL","沙田圍胡素貞博士紀念學校"
"SHAK CHUNG SHAN MEMORIAL CATHOLIC PRIMARY SCHOOL","天主教石鐘山紀念小學"
"SHAM SHUI PO BAPTIST CHURCH KINDERGARTEN","深水埗浸信會幼稚園"
"SHAM SHUI PO GOVERNMENT PRIMARY SCHOOL","深水埗官立小學"
"SHAM SHUI PO TAK SHIN KINDERGARTEN","深水埗德善幼稚園"
"SHAM TSENG CATHOLIC PRIMARY SCHOOL","深井天主教小學"
"SHAMSHUIPO KAIFONG WELFARE ASSOCIATION PRIMARY SCHOOL","深水埔街坊福利會小學"
"SHANGHAI ALUMNI PRIMARY SCHOOL","滬江小學"
"SHAP PAT HEUNG RURAL COMMITTEE KUNG YIK SHE PRIMARY SCHOOL","十八鄉鄉事委員會公益社小學"
"SHAP PAT HEUNG RURAL COMMITTEE KUNG YIK SHE SECONDARY SCHOOL","十八鄉鄉事委員會公益社中學"
"SHARON LUTHERAN CHURCH KINDERGARTEN","路德會沙崙堂幼稚園"
"SHARON LUTHERAN CHURCH KINDERGARTEN (TSZ OI BRANCH)","路德會沙崙堂幼稚園（慈愛分校）"
"SHARON LUTHERAN SCHOOL","路德會沙崙學校"
"SHATIN COLLEGE","沙田書院"
"SHATIN JUNIOR SCHOOL","沙田小學"
"SHATIN LUTHERAN EVENING SCHOOL","路德會沙田夜校"
"SHATIN PUBLIC SCHOOL (PRIMARY SECTION)","沙田公立學校(小學部)"
"SHATIN PUBLIC SCHOOL (SECONDARY SECTION)","沙田公立學校(中學部)"
"SHATIN PUI YING COLLEGE","沙田培英中學"
"SHATIN TSUNG TSIN SCHOOL","沙田崇真學校"
"SHATIN TSUNG TSIN SECONDARY SCHOOL","沙田崇真中學"
"SHAU KEI WAN EAST GOVERNMENT SECONDARY SCHOOL","筲箕灣東官立中學"
"SHAU KEI WAN GOVERNMENT PRIMARY SCHOOL","筲箕灣官立小學"
"SHAU KEI WAN GOVERNMENT SECONDARY SCHOOL","筲箕灣官立中學"
"SHAU KEI WAN METHODIST KINDERGARTEN","筲箕灣循道衞理幼稚園"
"SHAUKIWAN KAI FONG WELFARE COMMUNITY CENTRE CHEUNG KAM TIM MEMORIAL KINDERGARTEN","筲箕灣街坊福利會張錦添紀念幼稚園"
"SHAUKIWAN TSUNG TSIN NURSERY SCHOOL","筲箕灣崇真幼兒學校"
"SHAUKIWAN TSUNG TSIN SCHOOL","筲箕灣崇真學校"
"SHEK LEI CATHOLIC PRIMARY SCHOOL","石籬天主教小學"
"SHEK LEI CATHOLIC SECONDARY SCHOOL","石籬天主教中學"
"SHEK LEI ST. JOHN'S CATHOLIC PRIMARY SCHOOL","石籬聖若望天主教小學"
"SHEK WU HUI PUBLIC SCHOOL","石湖墟公立學校"
"SHEMA ACADEMY","示昕學校"
"SHENG KUNG HUI BISHOP BAKER SECONDARY SCHOOL","聖公會白約翰會督中學"
"SHENG KUNG HUI BISHOP MOK SAU TSENG SECONDARY SCHOOL","聖公會莫壽增會督中學"
"SHENG KUNG HUI HOLY TRINITY CHURCH SECONDARY SCHOOL","聖公會聖三一堂中學"
"SHENG KUNG HUI KEI HAU SECONDARY SCHOOL","聖公會基孝中學"
"SHENG KUNG HUI KINDERGARTEN","聖公會幼稚園"
"SHENG KUNG HUI LAM KAU MOW SECONDARY SCHOOL","聖公會林裘謀中學"
"SHENG KUNG HUI LI PING SECONDARY SCHOOL","聖公會李炳中學"
"SHENG KUNG HUI LUI MING CHOI SECONDARY SCHOOL","聖公會呂明才中學"
"SHENG KUNG HUI SHAM SHUI PO KEI OI CHURCH KINDERGARTEN","聖公會深水埗基愛堂幼稚園"
"SHENG KUNG HUI ST. BENEDICT'S SCHOOL","聖公會聖本德中學"
"SHENG KUNG HUI TANG SHIU KIN SECONDARY SCHOOL","聖公會鄧肇堅中學"
"SHENG KUNG HUI THE CHURCH OF OUR SAVIOUR KINDERGARTEN","聖公會救主堂幼稚園"
"SHENG KUNG HUI TSANG SHIU TIM SECONDARY SCHOOL","聖公會曾肇添中學"
"SHENG KUNG HUI TSOI KUNG PO SECONDARY SCHOOL","聖公會蔡功譜中學"
"SHEUNG SHUI CHURCH KINDERGARTEN","上水堂幼稚園"
"SHEUNG SHUI GOVERNMENT SECONDARY SCHOOL","上水官立中學"
"SHEUNG SHUI RHENISH CHURCH KINDERGARTEN","上水禮賢會幼稚園"
"SHEUNG SHUI WAI CHOW KINDERGARTEN (BRANCH)","上水惠州幼稚園(分校)"
"SHIN YAT TONG ON YAT KINDERGARTEN","善一堂安逸幼稚園"
"SHIN YAT TONG YAT TUNG KINDERGARTEN","善一堂逸東幼稚園"
"SHREWSBURY INTERNATIONAL SCHOOL HONG KONG","思貝禮國際學校"
"SHUN LEE CATHOLIC SECONDARY SCHOOL","順利天主教中學"
"SHUN SANG ANGLO-CHINESE KINDERGARTEN","信生中英文幼稚園"
"SHUN TAK FRATERNAL ASSOCIATION CHENG YU TUNG SECONDARY SCHOOL","順德聯誼總會鄭裕彤中學"
"SHUN TAK FRATERNAL ASSOCIATION HO YAT TUNG PRIMARY SCHOOL","順德聯誼總會何日東小學"
"SHUN TAK FRATERNAL ASSOCIATION LEE KAM PRIMARY SCHOOL","順德聯誼總會李金小學"
"SHUN TAK FRATERNAL ASSOCIATION LEE SHAU KEE COLLEGE","順德聯誼總會李兆基中學"
"SHUN TAK FRATERNAL ASSOCIATION LEUNG KAU KUI COLLEGE","順德聯誼總會梁銶琚中學"
"SHUN TAK FRATERNAL ASSOCIATION LEUNG KIT WAH KINDERGARTEN","順德聯誼總會梁潔華幼稚園"
"SHUN TAK FRATERNAL ASSOCIATION LEUNG KIT WAH PRIMARY SCHOOL","順德聯誼總會梁潔華小學"
"SHUN TAK FRATERNAL ASSOCIATION LEUNG LEE SAU YU (SHATIN) KINDERGARTEN","順德聯誼總會梁李秀娛沙田幼稚園"
"SHUN TAK FRATERNAL ASSOCIATION SEAWARD WOO COLLEGE","順德聯誼總會胡兆熾中學"
"SHUN TAK FRATERNAL ASSOCIATION TAM PAK YU COLLEGE","順德聯誼總會譚伯羽中學"
"SHUN TAK FRATERNAL ASSOCIATION TUEN MUN LEUNG LEE SAU YU KINDERGARTEN","順德聯誼總會屯門梁李秀娛幼稚園"
"SHUN TAK FRATERNAL ASSOCIATION WU MIEN TUEN PRIMARY SCHOOL","順德聯誼總會伍冕端小學"
"SHUN TAK FRATERNAL ASSOCIATION WU SIU KUI MEMORIAL PRIMARY SCHOOL","順德聯誼總會胡少渠紀念小學"
"SHUN TAK FRATERNAL ASSOCIATION YUNG YAU COLLEGE","順德聯誼總會翁祐中學"
"SHUN TIN RHENISH NURSERY","禮賢會順天幼稚園"
"SHUNG TAK CATHOLIC ENGLISH COLLEGE","天主教崇德英文書院"
"SI YUAN SCHOOL OF THE PRECIOUS BLOOD","寶血會思源學校"
"SILVERMINE BAY SCHOOL","銀礦灣學校"
"SIN CHING KINDERGARTEN","善正幼稚園"
"SING YIN SECONDARY SCHOOL","聖言中學"
"SINGAPORE INTERNATIONAL SCHOOL (HONG KONG)","新加坡國際學校"
"SIR ELLIS KADOORIE (SOOKUNPO) PRIMARY SCHOOL","官立嘉道理爵士小學"
"SIR ELLIS KADOORIE SECONDARY SCHOOL (WEST KOWLOON)","官立嘉道理爵士中學(西九龍)"
"SIR ROBERT BLACK COLLEGE OF EDUCATION PAST STUDENTS' ASSOCIATION HO SAU KI SCHOOL","柏立基教育學院校友會何壽基學校"
"SIR ROBERT BLACK COLLEGE OF EDUCATION PAST STUDENTS' ASSOCIATION LU KWONG FAI MEMORIAL SCHOOL","柏立基教育學院校友會盧光輝紀念學校"
"SISTERS OF THE IMMACULATE HEART OF MARY GOSPEL SAU MAU PING KINDERGARTEN","聖母潔心會福音秀茂坪幼稚園"
"SISTERS OF THE IMMACULATE HEART OF MARY WONG TAI SIN KINDERGARTEN","聖母潔心會黃大仙幼稚園"
"SKH HOLY CARPENTER SECONDARY SCHOOL","聖公會聖匠中學"
"SKH LI FOOK HING SECONDARY SCHOOL","聖公會李福慶中學"
"SMALL WORLD CHRISTIAN KINDERGARTEN","小世界基督教幼稚園"
"SMART KIDS ANGLO-CHINESE KINDERGARTEN","卓爾中英文幼稚園"
"SOCIETY OF BOYS' CENTRES - HUI CHUNG SING MEMORIAL SCHOOL (PRIMARY SECTION)","香港扶幼會-許仲繩紀念學校(小學部)"
"SOCIETY OF BOYS' CENTRES - HUI CHUNG SING MEMORIAL SCHOOL (SECONDARY SECTION)","香港扶幼會-許仲繩紀念學校(中學部)"
"SOCIETY OF BOYS' CENTRES CHAK YAN CENTRE SCHOOL (PRIMARY SECTION)","香港扶幼會則仁中心學校(小學部)"
"SOCIETY OF BOYS' CENTRES CHAK YAN CENTRE SCHOOL (SECONDARY SECTION)","香港扶幼會則仁中心學校(中學部)"
"SOCIETY OF BOYS' CENTRES SHING TAK CENTRE SCHOOL (PRIMARY SECTION)","香港扶幼會盛德中心學校(小學部)"
"SOCIETY OF BOYS' CENTRES SHING TAK CENTRE SCHOOL (SECONDARY SECTION)","香港扶幼會盛德中心學校(中學部)"
"SOPHIE KINDERGARTEN","蔚思幼稚園"
"SOUTH TUEN MUN GOVERNMENT SEC SCH","南屯門官立中學"
"SOUTH YUEN LONG GOVERNMENT PRIMARY SCHOOL","南元朗官立小學"
"SPANISH SCHOOL OF HONG KONG","香港西班牙學校"
"SPRING VIEW KINDERGARTEN","欣苗幼稚園"
"ST ANDREW'S CATHOLIC KINDERGARTEN","天主教聖安德肋幼稚園"
"ST ANDREW'S CATHOLIC PRIMARY SCHOOL","天主教聖安德肋小學"
"ST ANNA ANGLO-CHINESE KINDERGARTEN","聖安娜中英文幼稚園"
"ST ANTHONY'S ANGLO-CHINESE PRIMARY SCHOOL & KINDERGARTEN","聖安多尼中英文小學暨幼稚園"
"ST CHARLES SCHOOL","聖嘉祿學校"
"ST JAMES' SETTLEMENT BELCHER KINDERGARTEN","聖雅各福群會寶翠園幼稚園"
"ST JAMES' SETTLEMENT CAUSEWAY BAY KINDERGARTEN","聖雅各福群會銅鑼灣幼稚園"
"ST JAMES' SETTLEMENT KATHLEEN MCDOUALL KINDERGARTEN","聖雅各福群會麥潔蓮幼稚園"
"ST MATTHIAS' CHURCH NURSERY SCHOOL","聖公會聖馬提亞堂幼兒學校"
"ST MONICA'S KINDERGARTEN (TSUEN WAN)","聖文嘉幼稚園(荃灣)"
